gene,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63
P42574,-5.6909084,-1.6287458,-0.6195999,-0.011852499,-0.07401218,-0.37507433,-0.28143573,-0.7454858,-0.3279596,-0.8981481,-0.44894907,-0.56234014,-1.1960461,-0.24362853,-1.210643,0.5540743,-1.0152386,0.51982844,0.009367579,0.1619756,0.17922711,-0.628599,0.097613566,-0.49309367,-0.5367147,-0.109509595,-0.28898394,-0.078042015,-1.2548813,-0.7030574,-0.45280802,-0.69394505,-0.5117443,-0.26380154,-0.92029786,0.064011,0.06047765,-0.24345042,-0.6254936,-0.43100533,0.05208455,-1.1099807,-0.92484784,0.05571029,-0.023316436,0.38739833,0.12881735,-0.2906017,-0.39546418,-0.8095956,0.120713115,1.1206175,-0.64442724,-1.7617234,1.6225108,-0.65925866,-0.44294286,-0.5833139,0.56210023,0.07930183,-1.0781684,0.069704406,0.4941669,-1.0792983
P42685,-5.8576174,-1.7039919,-0.66882074,-0.019883305,-0.08508427,-0.44134897,-0.33460197,-0.928166,-0.4044866,-1.1665368,-0.59464264,-0.7503518,-1.6149166,-0.3856198,-1.7514433,0.84111816,-1.6869328,0.87930053,0.11166108,-0.1284463,0.8195574,-1.9705832,0.49959484,-1.7929214,-2.1399345,-0.8436572,2.6160622,0.06369915,3.5865757,1.5616924,0.5788499,0.74828684,0.40227744,0.16616271,0.52787465,-0.027758373,-0.0030698483,0.08606465,0.19796959,0.09153087,-0.018210623,0.22237845,0.16612636,0.0054919715,0.0039062458,-0.0060735354,-0.024337875,0.029712528,-0.0058896244,0.017611992,0.013138033,-0.0075245937,-0.00076123077,0.011421341,-0.0022608237,0.0020027421,-0.009364444,0.008304003,0.001970472,6.48784e-05,0.00054797647,-0.0015744492,0.0028857207,-0.0045647006
P43003,-5.6788387,-1.6231328,-0.6157335,-0.017499272,-0.07198074,-0.3656917,-0.27393806,-0.7388029,-0.31707948,-0.90008515,-0.4523603,-0.55970234,-1.1616821,-0.26727253,-1.1831303,0.5589845,-1.0486834,0.48810512,0.056125823,-0.053905975,0.33436945,-0.7243705,0.16894476,-0.50256747,-0.46796405,-0.16751325,-0.27587274,-0.014654344,-1.2536204,-0.637485,-0.38179156,-0.6399399,-0.4874909,-0.26052094,-0.83358157,0.06276678,0.007497548,-0.21816428,-0.58069813,-0.31540582,0.06576213,-0.8638177,-0.79967284,-0.037720785,-0.031718962,0.05575304,0.28273365,-0.433228,0.09761843,-0.32115215,-0.27652276,0.1801991,0.034720615,-0.36131614,0.09182378,-0.05235989,0.5681452,-0.7769963,-0.3231208,0.01770395,-0.3245901,-0.3511153,0.84752035,-0.55219615
P43005,-5.6781063,-1.6228094,-0.6155303,-0.017490713,-0.071935736,-0.36543867,-0.27373824,-0.73820025,-0.31680673,-0.89926964,-0.4519325,-0.5591425,-1.1604097,-0.26695502,-1.1816523,0.55826443,-1.0471795,0.48729706,0.056023445,-0.0537937,0.33366174,-0.72275037,0.16855219,-0.5013165,-0.46671897,-0.16705807,-0.2749109,-0.014599417,-1.2485522,-0.63482565,-0.3800056,-0.6367124,-0.4847325,-0.25891036,-0.8284064,0.06233297,0.0074422657,-0.21653308,-0.5761168,-0.31275803,0.06524135,-0.85627,-0.7920526,-0.037250075,-0.03137904,0.05514209,0.27935043,-0.4274444,0.096242465,-0.3166667,-0.2725647,0.17713717,0.03417752,-0.35513744,0.089781426,-0.052054726,0.55786216,-0.7629088,-0.31636322,0.017513966,-0.3174343,-0.34397364,0.82881397,-0.54057604
P43116,-6.4636426,-2.0002463,-0.87833387,-0.058627203,-0.10670403,-1.1382726,-0.6458933,-3.5046837,-1.9154135,-7.1555862,-4.1710534,-14.942407,22.486742,1.1543589,5.486963,-2.1636362,2.9285586,-0.11061674,0.2155846,0.24692594,-0.439564,0.683584,0.038154285,0.148779,0.6035822,-0.18428154,-0.05491735,0.41806328,0.5017643,-0.061064456,-0.09281667,-0.029106434,0.22669475,-0.37196198,0.029492911,0.03341963,-0.29793385,-0.5074548,-0.36204645,-0.11812614,0.12752661,1.206516,-0.34263855,1.0798146,0.86904156,-0.8673595,-2.5519302,-0.25416452,-0.040902816,0.37459505,0.120041154,-0.6800646,0.30165398,0.44491392,0.04323957,-0.0069524143,-0.2958498,1.727074,0.8791827,-5.4987984,-2.255464,-0.06919197,0.44002965,0.15377723
P43119,-6.3574567,-1.9491675,-0.84627783,-0.06355086,-0.10158885,-1.044205,-0.59454376,-3.190801,-1.7335604,-6.4594045,-3.7449777,-13.376699,19.994377,0.9661628,4.798335,-1.8780618,2.5251617,-0.08207452,0.15261964,0.13506679,-0.33083916,0.5929511,-0.021950927,0.24143018,-0.09240969,-0.09485826,-0.1275131,0.42602456,0.40825188,-0.15000176,0.076363966,0.072340645,0.076556906,-0.08178321,0.19433184,0.068579376,-0.21994956,0.19446047,-0.13233842,-0.52932966,-0.25290915,-0.035064306,0.30355033,-0.035357278,-0.08283223,0.27468035,0.43095288,0.10874867,-0.22336495,-0.12597619,-0.09146511,-0.0834561,-0.19718927,0.0043497356,-0.028617088,0.01035741,0.14674917,-0.28014407,-0.25531507,1.4475371,0.48193377,0.10074677,-0.0004973758,-0.08970736
P43403,-5.852546,-1.7017034,-0.6673244,-0.019816477,-0.08471841,-0.4392409,-0.33291367,-0.9229104,-0.40206406,-1.1591632,-0.5907102,-0.7450918,-1.6024503,-0.38237473,-1.7358892,0.83340603,-1.6695689,0.8687336,0.110169016,-0.12646036,0.8066496,-1.9375595,0.49085784,-1.7590129,-2.0962489,-0.8260231,2.5425847,0.061726518,3.4659154,1.5071096,0.5554258,0.7148707,0.3813232,0.15630792,0.4964542,-0.025729064,-0.0028361965,0.0793638,0.1810935,0.082882665,-0.016407741,0.19961858,0.14650641,0.0047040787,0.0032215125,-0.004898769,-0.018746225,0.021756304,-0.0041680257,0.011962244,0.008389471,-0.0047991076,-0.0002181323,0.006071738,-0.0012523681,0.00080153026,-0.0015554486,-0.0022560589,-0.0017458192,0.00039295224,-0.0028903717,-0.0056825355,0.011759928,-0.010694464
P43681,-0.4739209,0.48059994,5.748562,-3.5468788,2.1274192,-1.0101618,6.000379,-1.1717612,-0.21243046,0.13874191,-4.090138,-0.08667495,-2.8964696,3.2206993,1.6185567,5.389981,-0.6499509,-15.81273,-4.129394,1.8110436,-1.7938415,3.4867642,16.46255,-1.4591725,-2.8300638,6.9065695,-9.416179,2.5182376,4.7793493,-5.6009827,5.9544897,1.886224,-0.40603665,-5.4461102,4.06454,2.5516224,-3.8551934,-0.46385092,-0.8452363,0.7915672,-1.5369025,2.09727,-0.76038706,0.90138716,1.0181487,-0.11180136,-1.0930697,0.6307281,-0.5926304,0.24121757,1.2832547,1.9233137,0.8760446,0.35614556,-0.23304336,0.8747913,0.25192916,2.524006,-2.4040227,0.7772295,0.07253692,0.41147038,3.4993973,-4.305368
P46098,5.5255766,2.261995,6.986263,-4.3451858,4.8684754,-1.3013039,7.3091063,0.40593168,0.547147,1.251431,-1.4108263,0.32202393,-1.1475103,1.9139849,1.2338854,5.6750016,3.7082238,-9.730695,-7.0024996,1.7917327,-1.8258699,2.305594,3.4929073,0.81751996,0.8875429,-4.3863096,0.36146206,4.704531,-2.9589756,8.85242,-1.5329943,0.12728508,1.800246,8.250203,-2.771013,-0.14998081,3.1111815,0.6392267,4.2111993,2.322298,-2.3474836,-6.109105,-1.003701,1.4879113,2.1955464,7.008571,-3.924466,-3.7358572,-2.8391593,-2.125469,0.8262029,-4.9913673,-0.69778925,2.8057628,-1.052255,-0.51601964,1.88627,0.20992298,0.7266324,0.909449,-1.9934081,1.946953,0.6763456,-2.1552436
P47211,-5.989,-1.7650996,-0.71122664,-0.0219377,-0.09718411,-0.5138766,-0.3940452,-1.1237466,-0.49744487,-1.4587853,-0.7551448,-0.97412795,-2.1887636,-0.54818267,-2.5792437,1.268195,-2.8299158,1.8613284,0.31666812,-1.2395635,13.527984,18.075274,-1.93795,2.7997098,1.6862988,0.54128784,0.35015687,0.015000113,1.0732018,0.5061256,0.23175253,0.32806677,0.19534862,0.085436285,0.27300674,-0.014228101,-0.0014507967,0.048757706,0.112390056,0.050926894,-0.010707292,0.12815516,0.10126638,0.006005148,0.014652229,0.009903194,0.021981372,0.033371743,-0.019078584,0.038716502,0.019049147,0.018139949,-0.00145202,0.011177722,-0.007524958,-0.04449878,0.0058197984,-0.09952427,-0.09684626,0.030820895,-0.11147565,-0.08647349,0.0560339,-0.06879882
P48039,-4.6812744,-2.2470233,-2.2619715,-1.8634511,-0.53116363,-2.408551,-4.3329067,-6.685029,45.67018,8.8626375,2.6282709,2.3372731,3.8016493,0.19479214,1.8170063,-2.455112,1.0057919,-0.5314766,0.23542982,0.37281498,-0.48813853,0.6736726,0.06521779,0.33674884,0.3130011,-0.6214763,0.31730294,0.822975,-0.26170394,0.98397976,0.4168445,0.18792753,0.2978255,-0.2504257,0.39026874,0.00820981,-0.11103175,-0.011160819,0.2693274,0.18719101,-0.5107597,-0.18758176,0.36969832,-0.29791412,0.67377627,0.31455752,-0.1226523,0.2500572,-0.015252234,0.12065539,-0.14012118,-0.5058451,0.053847846,0.4069031,0.015817724,-0.04484955,0.00093524565,0.52910995,0.022881672,0.20380996,0.15924767,-0.21122164,0.25597933,-0.28525862
P48048,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.007811783,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.14206378,0.019103955,0.48924145,0.8564778,0.6874569,-0.553904,-0.39554188,-0.244888,-0.030757157,0.17882915,-0.2622906,-0.12694918,-0.04728457,-0.2699254,-0.19062705,0.7029269,-0.5596913,-0.20553853,-0.022951135
P48058,-5.7169437,-1.640141,-0.6266172,-0.01797145,-0.074499324,-0.3800034,-0.28530785,-0.77352536,-0.33291808,-0.9477732,-0.47754407,-0.5929306,-1.2384496,-0.28673506,-1.2746922,0.6038478,-1.1448493,0.5418212,0.06314445,-0.06198897,0.3856984,-0.8447785,0.19862765,-0.60052896,-0.5691938,-0.20493895,-0.37168172,-0.020707542,-1.8456256,-0.9603825,-0.641877,-1.1875267,-1.1317296,-0.8317392,-2.6933537,1.3911874,-0.67817986,3.6372285,2.3552492,0.6067797,-0.098109044,1.0866411,0.5204323,0.008590173,-0.0027455846,-0.00562089,0.019233875,-0.073909,0.02022644,-0.07339904,-0.057211794,0.014272319,0.01681443,-0.066714406,0.0011845604,-0.027386345,0.17650162,-0.23461485,-0.0874851,0.02626573,0.0020690272,-0.10207555,0.28351995,-0.241611
P48145,-5.6384964,2.701964,-1.0492725,0.11160029,-0.31721827,-0.34316134,-0.6413297,-0.71461135,-0.31611848,-0.9550479,-0.50575,-0.5507456,-1.1614134,-0.30148864,-1.248542,0.3501707,-1.1566849,0.80859524,0.38607538,-0.099465676,0.39889044,-0.82975847,0.118738495,-0.5762803,-0.49078307,-0.04937998,-0.2157046,-0.026762644,-1.4537132,-1.1852852,-0.14152187,-0.7868326,-0.67184794,-1.4071531,-0.5222992,-0.21002628,0.40019804,-0.58211243,-0.20360011,0.6970353,-0.32172462,-1.6253321,-1.5165871,-0.7546864,-0.60643363,0.1091237,0.77426165,-3.0197687,-3.31826,-0.78879786,-6.710635,-2.6128109,0.9129642,-7.944218,-8.499528,3.458023,-4.304765,4.082694,-0.04321147,0.34441286,0.39478818,0.75674546,-0.33566412,0.34748015
P48169,-6.0942974,-1.8462454,-0.7416813,0.12274674,-0.2109173,-1.0021116,-0.8940321,-2.082788,-1.8421441,-3.4730704,-1.2160074,13.729785,5.4556623,-1.2144071,1.2228962,0.22142528,-0.451943,-0.18835267,-0.089558475,-0.5640372,0.4465242,-0.36505118,-0.12908755,-0.12839127,-0.324809,-0.12702496,-0.27000293,0.15796758,-0.3043946,-0.49361473,0.20155825,-0.24471883,1.1031592,-0.6771332,1.1998595,8.3881,11.413043,4.3441405,-6.341372,-1.1565547,0.4354764,2.2689767,-2.947767,-1.6437576,0.42001587,-0.9836318,0.5855189,-3.2492263,0.49518818,0.38505474,0.0025715963,-1.1052238,-0.43994248,-0.389465,-0.17721805,-1.1452751,1.5535636,-2.3125749,4.8131065,-1.0894532,2.3765705,0.12095358,2.859823,-0.72741085
P49146,-6.084707,-2.2230315,-0.6426127,1.0495245,-0.33401543,-4.5854983,-2.3401737,39.54681,3.6361437,1.639262,0.6506539,0.81194466,3.551348,-0.722779,1.8521601,-0.49119732,0.19298269,-1.1610187,-0.03695842,0.20715378,-0.37741652,0.5932092,-0.16455136,0.3516879,0.47382206,-0.060570225,0.032625984,1.2266542,-0.62288904,2.1326308,2.2307603,0.7625264,3.112262,-1.7582932,1.792951,-7.9486837,-1.536178,8.658615,-4.6882167,1.0916077,3.6182263,1.3995126,-5.2212014,3.6963603,-7.2332983,2.0196657,-0.70781296,-0.585313,0.25233713,-0.2732422,-0.18196815,0.050477806,0.043503374,-0.25435343,0.050112657,-0.044150226,0.6596633,-1.3537332,-1.829806,-1.3339553,0.8656693,3.650333,-0.5770173,-0.2171728
P49286,-5.1082892,-2.3640366,-3.3079336,-2.5049655,-0.52939296,-2.3169966,-4.504903,-8.151773,50.093643,9.082395,2.249244,2.2068174,4.3475327,-0.6992968,1.6325247,-2.7123046,-0.6451963,-0.75491047,0.78510284,-0.7979968,0.44380787,0.00063524576,0.48123008,0.17645407,-0.29132825,0.75536877,-0.23854105,-1.0514789,1.0787308,-1.098395,-0.52160954,-0.056466646,-0.13355128,0.45182583,-0.23201972,0.0066583534,0.11503681,0.058864925,-0.14421058,-0.12520644,0.41723606,0.35025513,-0.3611183,0.39233458,-0.6652906,-0.30443975,0.14432001,-0.23753941,-0.004977995,-0.12834537,0.16406265,0.494722,-0.053368382,-0.38520253,-0.019388061,0.055230204,-0.04342668,-0.5162377,-0.02093308,-0.20203601,-0.14451428,0.19656074,-0.26322445,0.2848537
P50391,-6.5958495,-2.1719635,-0.8288194,0.10435181,-0.6677734,-4.1399703,-2.0291572,38.850037,3.7045293,0.43692324,-0.36356944,0.13053598,3.911503,-2.4312766,1.4422053,0.16989906,-3.3437688,-0.86184436,0.20549963,-2.2571545,1.5958053,-0.7517491,0.80061734,-0.30897114,-1.2480046,0.8992226,-0.5419337,-3.136072,2.8259647,-3.8820739,-3.4193177,-0.35253653,-5.829363,2.826226,-2.6247928,9.808764,1.8886036,-9.996236,4.5539455,-1.0859643,-1.4354482,0.38991028,3.253105,2.2398303,-7.0626497,1.5972782,-1.2956988,0.51258934,1.0602206,0.8650998,-0.27603838,-0.7058162,-0.21634154,0.39091247,0.0128721995,-0.17332372,-0.43418813,0.7972014,0.8730237,0.5792346,-0.12896919,-1.2360759,0.25369486,-0.11400634
P50406,38.473175,0.37448692,-3.2851474,-8.675715,17.571848,-0.73952377,16.150984,0.6981467,1.5708174,2.2890868,-10.582836,0.72989005,-0.13777432,1.5827228,2.4829571,0.33749318,-0.45215693,7.8960357,-23.295528,-4.0057764,2.8721292,-1.589815,-0.1019598,0.87939364,-2.2739606,-10.653905,-0.5113856,-8.150705,0.6077823,-8.336325,-4.835976,-6.5882707,13.609685,-1.8712428,2.7431254,0.07712058,-0.6499688,-0.8996255,1.0491812,1.0947304,0.9365046,0.7475818,1.9897629,-0.43275338,-0.43681663,1.1093994,-0.21423829,0.15636656,0.98175126,0.012517661,-0.4664912,0.49479747,-0.5772236,-0.308797,-0.16373508,-0.2458327,0.42584494,0.33379966,0.0012380619,-0.05614587,0.43620032,0.1364657,0.09460984,-0.05443356
P51451,-5.8509765,-1.7009952,-0.6668613,-0.019795792,-0.0846051,-0.43858844,-0.33239135,-0.92128354,-0.40131453,-1.1568807,-0.5894933,-0.743464,-1.5985918,-0.38137007,-1.7310752,0.83101904,-1.6641947,0.8654632,0.10970754,-0.12584573,0.8026538,-1.9273382,0.48815346,-1.7485172,-2.0827272,-0.82056475,2.5198424,0.061116196,3.4285698,1.4902145,0.5481751,0.7045282,0.3748379,0.15325774,0.48672885,-0.025101071,-0.0027637654,0.07728994,0.17587006,0.080206014,-0.015849663,0.19257413,0.14043373,0.0044601797,0.0030095775,-0.0045351824,-0.017015541,0.019293671,-0.0036351897,0.010213564,0.0069197738,-0.003955497,-5.0003473e-05,0.004415909,-0.00094024494,0.00042978648,0.0008615662,-0.0055244784,-0.002896082,0.00049448473,-0.0039545437,-0.006954034,0.014506629,-0.012591782
P51575,-5.2092695,-1.687162,-0.44868702,0.8814425,0.23957813,-0.8049157,-0.5844298,0.083523035,-0.37262973,0.13519523,0.43031123,0.012556432,-1.5136269,1.1622193,-0.91013265,0.046727665,1.7404027,0.29320177,-0.11570192,1.0337404,-1.7598562,0.5534512,-0.549636,0.02563812,0.70675474,-0.7714089,0.015036182,2.198344,-2.9013965,2.0941217,1.8105751,-0.27498052,1.5892093,-1.0537323,-0.25182015,-0.38698527,0.009110437,-0.60736084,-0.00073306105,-0.79260576,-0.7260747,-1.2097826,1.8405914,-0.38192025,-0.83478993,-0.17040266,0.077093,0.5601272,1.1645999,0.8591847,-0.83055884,-0.49920648,-0.3510751,-0.15797736,0.31009316,-0.4447932,0.024683516,-0.45317534,-0.7153611,-0.36972934,1.2724713,-1.6197153,0.3863515,-1.1575752
P51813,-5.857454,-1.703918,-0.6687725,-0.01988128,-0.08507247,-0.4412809,-0.33454767,-0.9279964,-0.4044085,-1.1662987,-0.5945154,-0.75018185,-1.6145147,-0.38551545,-1.750942,0.84086937,-1.686373,0.8789597,0.11161332,-0.1283823,0.8191416,-1.969519,0.49931318,-1.7918285,-2.1385276,-0.8430894,2.6136947,0.063635014,3.5826883,1.5599341,0.578095,0.74721074,0.40160224,0.16584548,0.52686214,-0.027692955,-0.00306259,0.08584854,0.19742608,0.091252275,-0.018152524,0.22164497,0.16549416,0.005466524,0.0038842133,-0.0060357675,-0.024157636,0.029456155,-0.0058341143,0.017429933,0.012984996,-0.007436754,-0.0007437387,0.011248952,-0.0022283103,0.001964046,-0.009112848,0.007963713,0.0018507524,7.5450465e-05,0.00043717975,-0.0017068109,0.003171637,-0.004762222
P54760,-5.900501,-1.7233444,-0.68147475,-0.020448875,-0.08817839,-0.45917672,-0.34887967,-0.97261196,-0.42497313,-1.2288953,-0.6278991,-0.7948359,-1.7203443,-0.4130668,-1.8829818,0.9063397,-1.8337766,0.9686595,0.124277495,-0.14523758,0.9287257,-2.2498672,0.57348496,-2.0796883,-2.5093863,-0.99279064,3.2374604,0.08037223,4.607003,2.0233102,0.7769504,1.0308902,0.57948756,0.24950707,0.7935994,-0.044918925,-0.00504687,0.1427322,0.3406918,0.16466883,-0.03345802,0.41485995,0.33205366,0.012156014,0.00969685,-0.016008722,-0.07162639,0.096999176,-0.0204488,0.065392636,0.053296667,-0.030574424,-0.005354635,0.05666345,-0.010788782,0.012160833,-0.07540516,0.09761038,0.03339944,-0.0027097543,0.029626269,0.03316824,-0.07216454,0.0472753
P54762,-5.908488,-1.7269486,-0.68383086,-0.020554217,-0.0887547,-0.46249634,-0.3515382,-0.98088855,-0.4287876,-1.2405068,-0.6340916,-0.80311936,-1.7399759,-0.41817778,-1.9074762,0.91848433,-1.8611217,0.98529935,0.12662706,-0.14836386,0.949054,-2.3018727,0.5872445,-2.1330864,-2.5781825,-1.02056,3.353169,0.08347577,4.797016,2.109268,0.8138392,1.0835146,0.6124858,0.2650261,0.84308094,-0.048114754,-0.0054145623,0.15328476,0.36726803,0.17828777,-0.03629739,0.45070204,0.36295125,0.013396987,0.010775211,-0.01785864,-0.080432,0.1095286,-0.02315985,0.074289806,0.060774546,-0.034866605,-0.006210046,0.06508803,-0.012376827,0.014052288,-0.087702595,0.11424019,0.039251868,-0.003226529,0.035040997,0.039637677,-0.0861398,0.056928467
P56373,-6.0490246,-1.7931278,-0.72991216,-0.01883073,-0.100557104,-0.5487875,-0.42243075,-1.2008424,-0.5382521,-1.5733076,-0.8135645,-1.0627404,-2.441861,-0.5901318,-2.932942,1.4422334,-3.2507658,2.343897,0.427159,-21.55693,-19.57164,9.537394,-1.3532863,2.5151467,1.5903785,0.58972585,0.3935191,-0.0657596,1.3813951,0.5379368,0.23476903,0.43741745,0.22271083,0.15525341,0.40451628,-0.013390791,-0.0030452153,0.09704792,0.1957272,0.120676234,0.001138943,0.28703973,0.15389861,0.020228421,0.03358954,-0.005403324,-0.055875752,0.053612195,-0.06058933,0.018806593,0.07768998,-0.0059817554,0.01140687,0.05848906,-0.026554927,0.034526426,-0.07761538,0.13139161,0.08793444,0.022736747,-0.055300195,0.17672361,-0.14507759,0.20383671
P61278,-5.1794496,-1.6732298,-0.4405583,0.87562,0.2389724,-0.788308,-0.5713705,0.10468985,-0.3578007,0.16498531,0.4414623,0.035325896,-1.4340411,1.1572981,-0.8200129,0.008685106,1.794995,0.21656959,-0.12601592,1.7031385,-1.0696148,0.22216475,-0.4869184,-0.05828334,0.6282418,-0.7608866,0.0041670133,2.081281,-2.7561686,1.9621235,1.6890802,-0.2500171,1.4674239,-0.9498119,-0.20439659,-0.34833622,0.007811783,-0.52824724,0.03244593,-0.6696396,-0.6338017,-0.98311627,1.6299937,-0.31190985,-0.6771003,-0.14206378,0.019103955,0.48924145,0.8564778,0.6874569,-0.553904,-0.39554188,-0.244888,-0.030757157,0.17882915,-0.2622906,-0.12694918,-0.04728457,-0.2699254,-0.19062705,0.7029269,-0.5596913,-0.20553853,-0.022951135
P98161,-5.9593644,-1.7535712,-0.70387065,0.013773715,-0.095994934,-0.5257054,-0.38492945,-1.0310587,-0.5150129,-1.3298024,-0.59840965,-0.89217347,-2.067251,-0.21093145,-2.2017715,0.97692376,-1.8930405,1.124964,-0.039754782,0.72394615,1.3299963,-6.7463675,1.7307636,22.23079,3.079697,2.1251624,0.1502155,-0.1770897,2.4403143,-0.04518659,-0.4162597,0.39563948,-0.22150186,0.13742487,0.49568704,0.25169685,-0.30588394,0.17752779,-0.060046654,0.046591014,0.04676013,0.45109206,-0.30048835,-0.08535342,0.28245294,0.38453355,-0.35892984,-0.053165205,-0.5198172,-0.105249375,0.15676115,-0.28947225,-0.04961654,0.34146848,-0.19386119,0.033302356,0.25114277,0.36061367,0.08649271,0.10358146,-0.29880664,0.42844817,0.1691058,-0.07367502
Q01959,18.408958,0.18579188,32.200542,-21.95654,-23.725262,-0.15529251,0.16817906,-0.6176772,-0.4085485,0.783116,-5.190626,-0.2549951,-0.7004639,-0.74767977,-3.526941,-5.930463,0.19850464,-6.2583814,-5.026268,-0.5089505,0.32692406,-0.49436784,-2.3639832,-0.48543876,1.4647655,6.36203,8.1943445,-6.3348575,-2.7122622,-6.1272035,8.170662,2.129827,-0.81816876,2.1312234,-1.9307739,-0.707063,0.18946132,1.3521878,-2.246327,-1.0855935,7.8749075,-3.6020963,6.8847814,-4.1255403,-2.3213866,-3.9151595,-3.3642728,-2.7368822,-1.6409453,-0.8550357,0.61003596,-0.99816674,0.64381623,0.6751942,0.40180388,-0.3324643,1.317802,1.5696223,0.2426098,0.5126724,-0.7941226,0.98276746,-0.038794957,-0.27376282
Q02763,-5.860002,-1.7050687,-0.66952455,-0.019914836,-0.08525644,-0.44234085,-0.33539644,-0.93063897,-0.40562657,-1.1700058,-0.59649307,-0.7528269,-1.6207823,-0.3871471,-1.7587614,0.8447468,-1.6951022,0.88427174,0.11236273,-0.12938048,0.8256319,-1.9861217,0.5037058,-1.8088758,-2.16049,-0.8519551,2.650635,0.064626075,3.6433508,1.5873755,0.589871,0.76401037,0.41213682,0.17079978,0.54265875,-0.028713044,-0.003180109,0.08921728,0.20591034,0.0956001,-0.019058993,0.23308748,0.1753582,0.0058627096,0.0042283917,-0.006626341,-0.026968872,0.033456232,-0.0066996654,0.020270387,0.015372357,-0.008806986,-0.0010168494,0.013938427,-0.0027353503,0.002567907,-0.013038732,0.0132727465,0.0037190688,-8.956854e-05,0.0021658402,0.0003585518,-0.0012898444,-0.0016804832
Q05655,-5.9572964,-1.7526063,-0.7032185,0.013486126,-0.095816486,-0.5244919,-0.38411054,-1.0289857,-0.5135153,-1.3267403,-0.5974894,-0.889781,-2.0606334,-0.21163888,-2.1945233,0.97405154,-1.8874044,1.1206098,-0.03894409,0.71812356,1.32323,-6.704128,1.719924,22.071566,3.0546706,2.109384,0.14694805,-0.17621408,2.4165742,-0.050324783,-0.4174607,0.38865727,-0.22460371,0.13492672,0.48751995,0.25162667,-0.30520305,0.17552556,-0.0643115,0.04422622,0.04723362,0.44456404,-0.30619508,-0.08575392,0.2828475,0.38587695,-0.3584781,-0.05593697,-0.52176434,-0.10771809,0.1559455,-0.29022738,-0.04986966,0.34192228,-0.19478306,0.033041388,0.25618795,0.36037531,0.0860892,0.10502751,-0.30395088,0.4320613,0.17449395,-0.076458514
Q08209,-5.5210752,-1.7035686,-0.59317076,0.38737634,-0.1407122,-0.5460839,-0.3681996,-0.37693524,-0.47802362,-0.48928928,-0.12223255,-0.32344458,-1.3530669,0.45070115,-0.97924095,0.3696226,0.22985142,0.3092028,0.03571853,0.68369496,-0.25006655,-0.33500656,0.15789145,-0.10915258,-0.04986104,-0.43313268,-0.24263616,0.7495542,-1.8161695,0.3096778,0.5055438,-0.549888,0.6969652,-0.473053,-0.6842757,-0.41949964,0.29406106,-0.3557851,-0.17204708,-0.784784,-0.42923298,-0.94335574,0.55739164,0.079025514,-0.40506145,-0.07555735,0.17823556,-0.044554148,0.6370319,0.3380524,-0.20863949,0.036040723,-0.47603303,-0.4270101,-0.012346948,-0.21812664,-0.054156706,-0.7817673,0.043882757,-0.21968229,0.19716656,-0.63066,-0.3306129,0.124052756
Q12809,0.18504581,-1.9155873,0.13255928,2.0465016,2.415197,-0.39352196,1.8975004,-0.6604836,-0.20174594,-0.8736032,-0.042168923,-0.17002894,-0.8378955,0.015637059,-0.72634506,-1.5062598,-1.547478,5.6881375,-0.51943135,-0.4772204,0.71834904,-0.8318492,2.314855,-0.5511995,-1.5829179,-1.883382,-4.3289504,1.288296,0.072410695,-0.55060786,-0.52080274,-0.35854232,-1.9477624,-2.2968636,-0.38108385,0.5662689,0.49995938,-0.74444306,-1.5422373,1.0972672,5.9061713,-1.474092,1.6274744,0.7443743,-0.2813082,-0.5074679,0.6677415,1.0258094,-3.7216733,-0.12616198,1.9148828,-0.5919713,-1.4699283,1.9516051,-2.8032622,2.0908558,-3.1150649,-6.9265594,-2.5336885,-0.17122193,-7.1191607,-2.405805,-1.8996291,-0.56330657
