gene,cell_id,drug_id,label,de_logfc
P23975,BDB,CID91935559,0,0.0
P50406,BDB,CID1383884,0,0.0
P28221,BDB,CID5374,0,0.0
P34972,BDB,CID57340643,0,0.0
P28566,BDB,CID1383884,0,0.0
P35348,BDB,CID57339948,0,0.0
P28221,BDB,CID9925999,0,0.0
P08588,BDB,CID6005,0,0.0
P35372,BDB,CID133038,0,0.0
P32297,BDB,CID185861,0,0.0
P43119,BDB,CID57340192,0,0.0
Q15822,BDB,CID1316,0,0.0
P08588,BDB,CID3343,0,0.0
O15303,BDB,CID33032,0,0.0
P35367,BDB,CID75896,0,0.0
P20309,BDB,CID5280459,0,0.0
P20309,BDB,CID941650,0,0.0
P28566,BDB,CID5311096,0,0.0
P23975,BDB,CID134505,0,0.0
P35408,BDB,CID119461,0,0.0
P28222,BDB,CID1383884,0,0.0
P41595,BDB,CID3052762,0,0.0
P35348,BDB,CID9925999,0,0.0
P34969,BDB,CID177491,0,0.0
P30542,BDB,CID5310969,0,0.0
P34969,BDB,CID774,0,0.0
P35408,BDB,CID60795,0,0.0
P31645,BDB,CID10657292,0,0.0
P35348,BDB,CID7057932,0,0.0
Q15822,BDB,CID109,0,0.0
P28335,BDB,CID37632,0,0.0
P14416,BDB,CID5310969,0,0.0
P25105,BDB,CID21310426,0,0.0
Q15722,BDB,CID23196931,0,0.0
P35372,BDB,CID595,0,0.0
Q01959,BDB,CID5202,0,0.0
P35372,BDB,CID5281751,0,0.0
Q9NPC1,BDB,CID57340709,0,0.0
P08912,BDB,CID594,0,0.0
P28566,BDB,CID60858,0,0.0
P30990,BDB,CID21310426,0,0.0
P34969,BDB,CID5281600,0,0.0
Q01959,BDB,CID2159,0,0.0
P28566,BDB,CID3277600,0,0.0
P28221,BDB,CID1383884,0,0.0
P28222,BDB,CID65856,0,0.0
P50391,BDB,CID57339557,0,0.0
P21802,BDB,CID5291,0,0.0
P08912,BDB,CID91935559,0,0.0
P35367,BDB,CID4946,0,0.0
O15303,BDB,CID6604704,0,0.0
P35367,BDB,CID4284720,0,0.0
P08912,BDB,CID5378597,0,0.0
P21917,BDB,CID1383884,0,0.0
P20309,BDB,CID1383884,0,0.0
P20309,BDB,CID594,0,0.0
P32297,BDB,CID25701,0,0.0
P25021,BDB,CID595,0,0.0
Q01959,BDB,CID876,0,0.0
P41143,BDB,CID5310969,0,0.0
P25100,BDB,CID57242,0,0.0
P35367,BDB,CID25701,0,0.0
Q01959,BDB,CID3947,0,0.0
P20309,BDB,CID23897,0,0.0
P34969,BDB,CID1615,0,0.0
P34969,BDB,CID134505,0,0.0
P35348,BDB,CID778,0,0.0
P23975,BDB,CID5281600,0,0.0
P41595,BDB,CID13781102,0,0.0
P30939,BDB,CID5656,0,0.0
P14416,BDB,CID9882979,0,0.0
P0DMS8,BDB,CID176408,0,0.0
P28221,BDB,CID5281600,0,0.0
P0DMS8,BDB,CID2153,0,0.0
P35408,BDB,CID2159,0,0.0
P56373,BDB,CID92199,0,0.0
P35367,BDB,CID3052762,0,0.0
P32297,BDB,CID134505,0,0.0
P28566,BDB,CID1615,0,0.0
P25021,BDB,CID177491,0,0.0
P14416,BDB,CID3723424,0,0.0
P31645,BDB,CID594,0,0.0
P17655,BDB,CID21310426,0,0.0
P25021,BDB,CID327764,0,0.0
P25021,BDB,CID6422124,0,0.0
Q9H3N8,BDB,CID60795,0,0.0
P23975,BDB,CID92117,0,0.0
P21917,BDB,CID60858,0,0.0
P35372,BDB,CID91935559,0,0.0
P50406,BDB,CID134505,0,0.0
P06213,BDB,CID5291,0,0.0
P41143,BDB,CID3052762,0,0.0
P29275,BDB,CID657378,0,0.0
P46098,BDB,CID60858,0,0.0
P31645,BDB,CID5530,0,0.0
P31645,BDB,CID595,0,0.0
P31645,BDB,CID92117,0,0.0
P08912,BDB,CID185861,0,0.0
P29323,BDB,CID5291,0,0.0
P35367,BDB,CID10237,0,0.0
Q9H3N8,BDB,CID595,0,0.0
P32297,BDB,CID7057932,0,0.0
Q13003,BDB,CID127894,0,0.0
P41145,BDB,CID5281751,0,0.0
P35372,BDB,CID75896,0,0.0
P25021,BDB,CID60795,0,0.0
P13945,BDB,CID3052762,0,0.0
P14416,BDB,CID9925999,0,0.0
P34972,BDB,CID57340635,0,0.0
P43119,BDB,CID44311013,0,0.0
P42263,BDB,CID21310426,0,0.0
P20309,BDB,CID71360,0,0.0
P25105,BDB,CID3723424,0,0.0
O60760,BDB,CID44284806,0,0.0
P14416,BDB,CID594,0,0.0
P41143,BDB,CID133038,0,0.0
P35408,BDB,CID5353607,0,0.0
P46098,BDB,CID185861,0,0.0
P14416,BDB,CID876,0,0.0
P20309,BDB,CID5281600,0,0.0
P28335,BDB,CID5311096,0,0.0
Q9H3N8,BDB,CID3001055,0,0.0
P21554,BDB,CID5808649,0,0.0
P41594,BDB,CID5310979,0,0.0
Q9H3N8,BDB,CID75896,0,0.0
P50406,BDB,CID185861,0,0.0
P42262,BDB,CID57340714,0,0.0
Q01959,BDB,CID65833,0,0.0
O60760,BDB,CID5311221,0,0.0
P35367,BDB,CID23844143,0,0.0
P54762,BDB,CID5291,0,0.0
Q9Y5N1,BDB,CID3100,0,0.0
P35348,BDB,CID92117,0,0.0
P41595,BDB,CID5374,0,0.0
Q9H3N8,BDB,CID2756,0,0.0
P29371,BDB,CID21310426,0,0.0
P08912,BDB,CID5656,0,0.0
O60760,BDB,CID5282380,0,0.0
O60760,BDB,CID5282381,0,0.0
P08912,BDB,CID2159,0,0.0
P14416,BDB,CID3007,0,0.0
P07550,BDB,CID3052762,0,0.0
P28221,BDB,CID185861,0,0.0
Q9H3N8,BDB,CID9818903,0,0.0
Q15822,BDB,CID7057932,0,0.0
P13945,BDB,CID4171,0,0.0
P35348,BDB,CID25701,0,0.0
P35408,BDB,CID44303980,0,0.0
P11362,BDB,CID5291,0,0.0
P35408,BDB,CID9933831,0,0.0
P28335,BDB,CID57340196,0,0.0
P20309,BDB,CID25701,0,0.0
P08912,BDB,CID5073,0,0.0
P28221,BDB,CID5281751,0,0.0
P35372,BDB,CID778,0,0.0
Q9H3N8,BDB,CID876,0,0.0
P51451,BDB,CID5291,0,0.0
P20309,BDB,CID778,0,0.0
P20309,BDB,CID5073,0,0.0
Q92959,BDB,CID5311242,0,0.0
P34969,BDB,CID5280343,0,0.0
P30939,BDB,CID57340195,0,0.0
P20309,BDB,CID128563,0,0.0
P08588,BDB,CID21310426,0,0.0
P43119,BDB,CID5353626,0,0.0
P28222,BDB,CID876,0,0.0
P41145,BDB,CID1383884,0,0.0
P14416,BDB,CID4528,0,0.0
Q01959,BDB,CID109,0,0.0
P08588,BDB,CID4885,0,0.0
P20309,BDB,CID15387,0,0.0
P25103,BDB,CID5310969,0,0.0
P20309,BDB,CID91935559,0,0.0
P46098,BDB,CID778,0,0.0
P23975,BDB,CID778,0,0.0
Q9Y271,BDB,CID4271604,0,0.0
P41595,BDB,CID54562,0,0.0
P48058,BDB,CID656723,0,0.0
P41594,BDB,CID128563,0,0.0
P28222,BDB,CID5095,0,0.0
P05771,BDB,CID21310426,0,0.0
P28222,BDB,CID5595,0,0.0
Q01959,BDB,CID595,0,0.0
P23975,BDB,CID5280343,0,0.0
O60760,BDB,CID5353607,0,0.0
Q9UBL9,BDB,CID3838,0,0.0
Q01959,BDB,CID6101829,0,0.0
P14416,BDB,CID5011,0,0.0
P35348,BDB,CID595,0,0.0
P35348,BDB,CID876,0,0.0
P32297,BDB,CID177491,0,0.0
P28335,BDB,CID3052762,0,0.0
P28566,BDB,CID57340195,0,0.0
O60760,BDB,CID6030697,0,0.0
P32239,BDB,CID3052762,0,0.0
P50406,BDB,CID5684,0,0.0
P28566,BDB,CID9863250,0,0.0
P48039,BDB,CID1833,0,0.0
P30939,BDB,CID10249573,0,0.0
P07550,BDB,CID57242,0,0.0
P29597,BDB,CID5291,0,0.0
P51575,BDB,CID3943541,0,0.0
P25103,BDB,CID71360,0,0.0
P35372,BDB,CID5281600,0,0.0
P23975,BDB,CID5533,0,0.0
P34969,BDB,CID75896,0,0.0
P48039,BDB,CID4893,0,0.0
P13945,BDB,CID5403,0,0.0
Q01959,BDB,CID9925999,0,0.0
P35372,BDB,CID5311481,0,0.0
P46098,BDB,CID128563,0,0.0
P35346,BDB,CID57340266,0,0.0
P08588,BDB,CID54562,0,0.0
P20309,BDB,CID5280343,0,0.0
P14416,BDB,CID3058751,0,0.0
P25100,BDB,CID44299913,0,0.0
P29274,BDB,CID119380,0,0.0
P43681,BDB,CID109,0,0.0
P43681,BDB,CID7057932,0,0.0
P08912,BDB,CID57339948,0,0.0
P35367,BDB,CID594,0,0.0
P20309,BDB,CID177491,0,0.0
P43116,BDB,CID13532635,0,0.0
P32297,BDB,CID109,0,0.0
P35372,BDB,CID876,0,0.0
P35372,BDB,CID185861,0,0.0
P14416,BDB,CID43815,0,0.0
P28222,BDB,CID57242,0,0.0
Q01959,BDB,CID3022645,0,0.0
P28335,BDB,CID2159,0,0.0
P34969,BDB,CID3292447,0,0.0
P50406,BDB,CID5311096,0,0.0
P28222,BDB,CID3052762,0,0.0
P35372,BDB,CID5280459,0,0.0
P43116,BDB,CID44284806,0,0.0
P14867,BDB,CID1355,0,0.0
Q14832,BDB,CID1222,0,0.0
P20309,BDB,CID4067466,0,0.0
P54760,BDB,CID5291,0,0.0
P46098,BDB,CID134505,0,0.0
P28222,BDB,CID9925999,0,0.0
P35367,BDB,CID4449,0,0.0
P35348,BDB,CID594,0,0.0
P25021,BDB,CID9884746,0,0.0
P43119,BDB,CID12314605,0,0.0
P25021,BDB,CID57340709,0,0.0
P28221,BDB,CID108182,0,0.0
P35348,BDB,CID1383884,0,0.0
P14416,BDB,CID114743,0,0.0
P41595,BDB,CID43815,0,0.0
P20366,BDB,CID3035746,0,0.0
P35348,BDB,CID1615,0,0.0
P35367,BDB,CID5684,0,0.0
Q9H3N8,BDB,CID177491,0,0.0
P25021,BDB,CID7057932,0,0.0
P43116,BDB,CID57340192,0,0.0
Q01959,BDB,CID119380,0,0.0
P41143,BDB,CID60795,0,0.0
P08912,BDB,CID25701,0,0.0
P28222,BDB,CID5656,0,0.0
P46098,BDB,CID5378597,0,0.0
P08588,BDB,CID5403,0,0.0
P41145,BDB,CID2159,0,0.0
P41595,BDB,CID5358,0,0.0
P32247,BDB,CID91898967,0,0.0
P35348,BDB,CID3779,0,0.0
P35367,BDB,CID57340709,0,0.0
P48048,BDB,CID21310426,0,0.0
P14416,BDB,CID854031,0,0.0
P23975,BDB,CID177491,0,0.0
P46098,BDB,CID1383884,0,0.0
P28221,BDB,CID54562,0,0.0
P35372,BDB,CID3052762,0,0.0
Q01959,BDB,CID5365247,0,0.0
P35348,BDB,CID5095,0,0.0
P28221,BDB,CID91935559,0,0.0
P41145,BDB,CID91935559,0,0.0
P31645,BDB,CID177491,0,0.0
P50406,BDB,CID109,0,0.0
P31644,BDB,CID5732,0,0.0
P43116,BDB,CID44311013,0,0.0
P50406,BDB,CID9925530,0,0.0
P35348,BDB,CID128563,0,0.0
P35367,BDB,CID6450823,0,0.0
P28335,BDB,CID5095,0,0.0
P48169,BDB,CID5732,0,0.0
P07550,BDB,CID21310426,0,0.0
P50406,BDB,CID10811059,0,0.0
P34969,BDB,CID23844143,0,0.0
P34969,BDB,CID5280805,0,0.0
P14416,BDB,CID3052762,0,0.0
P25929,BDB,CID13858266,0,0.0
P35372,BDB,CID594,0,0.0
P14416,BDB,CID109,0,0.0
P51813,BDB,CID5291,0,0.0
P23975,BDB,CID594,0,0.0
P25100,BDB,CID5095,0,0.0
Q9NPB8,BDB,CID9816527,0,0.0
P28566,BDB,CID5312148,0,0.0
P28221,BDB,CID75896,0,0.0
P36544,BDB,CID1615,0,0.0
P25021,BDB,CID778,0,0.0
Q92959,BDB,CID5353626,0,0.0
P32297,BDB,CID44354684,0,0.0
Q01959,BDB,CID4205,0,0.0
P34969,BDB,CID595,0,0.0
P28221,BDB,CID5656,0,0.0
P25103,BDB,CID21310426,0,0.0
P20309,BDB,CID109,0,0.0
P56373,BDB,CID3838,0,0.0
Q9NPC1,BDB,CID21310426,0,0.0
P23975,BDB,CID75896,0,0.0
P08588,BDB,CID3052762,0,0.0
P21554,BDB,CID57340635,0,0.0
P28222,BDB,CID25701,0,0.0
P08588,BDB,CID57242,0,0.0
Q01959,BDB,CID134505,0,0.0
P43116,BDB,CID6030697,0,0.0
P28222,BDB,CID128563,0,0.0
P42262,BDB,CID24848996,0,0.0
P08912,BDB,CID40589,0,0.0
P31645,BDB,CID134505,0,0.0
P07550,BDB,CID941651,0,0.0
P43681,BDB,CID595,0,0.0
